regionname,statename,city,countyname,metro,year,yearlyindex
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2000,143155
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2001,156218
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2002,176823
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2003,188845
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2004,201257
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2005,219661
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2006,237980
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2007,254195
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2008,260648
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2009,258241
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2010,262916
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2011,258319
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2012,265474
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2013,276832
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2014,283244
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2015,294933
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2016,301578
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2017,300862
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2018,304453
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2019,307077
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2020,310577
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2021,313485
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2022,326619
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2023,332745
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2024,337909
99501,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2025,342676
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2000,150940
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2001,176400
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2002,193760
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2003,204463
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2004,219182
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2005,240579
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2006,263399
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2007,280609
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2008,284917
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2009,284352
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2010,285194
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2011,280599
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2012,291863
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2013,307856
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2014,316679
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2015,330308
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2016,336822
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2017,334998
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2018,336964
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2019,358100
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2020,367073
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2021,374770
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2022,400221
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2023,414166
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2024,423557
99502,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2025,435571
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2000,136566
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2001,151250
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2002,168063
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2003,176606
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2004,189729
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2005,203349
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2006,221107
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2007,238572
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2008,241142
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2009,240918
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2010,243870
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2011,238574
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2012,245161
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2013,255278
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2014,264231
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2015,276320
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2016,283946
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2017,280810
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2018,288126
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2019,299272
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2020,301974
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2021,304085
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2022,316568
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2023,322678
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2024,323048
99503,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2025,325341
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2000,139530
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2001,157267
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2002,172394
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2003,181609
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2004,194981
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2005,214172
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2006,233800
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2007,247317
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2008,251597
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2009,252691
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2010,253844
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2011,249386
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2012,256800
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2013,268956
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2014,273663
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2015,282415
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2016,288502
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2017,286096
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2018,287632
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2019,303355
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2020,308542
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2021,310773
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2022,328260
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2023,336658
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2024,343949
99504,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2025,352465
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2000,153277
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2001,179565
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2002,195869
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2003,205692
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2004,218884
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2005,238479
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2006,258351
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2007,276804
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2008,284128
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2009,285049
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2010,284880
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2011,278855
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2012,286466
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2013,298161
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2014,306265
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2015,317931
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2016,326025
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2017,323411
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2018,326492
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2019,342707
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2020,351262
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2021,355672
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2022,377536
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2023,387991
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2024,395895
99507,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2025,405241
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2000,134949
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2001,150711
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2002,164887
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2003,173015
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2004,184899
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2005,202563
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2006,218746
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2007,232015
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2008,236934
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2009,238029
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2010,240280
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2011,235539
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2012,241703
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2013,253132
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2014,259908
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2015,270907
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2016,277292
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2017,275802
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2018,277231
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2019,286300
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2020,290525
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2021,295437
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2022,310057
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2023,318553
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2024,322719
99508,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2025,333343
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2000,167076
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2001,194012
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2002,212496
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2003,223166
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2004,236819
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2005,260868
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2006,286817
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2007,302919
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2008,304799
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2009,303564
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2010,304630
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2011,299135
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2012,309164
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2013,326105
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2014,337618
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2015,352218
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2016,359518
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2017,356747
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2018,359921
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2019,382891
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2020,392021
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2021,399063
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2022,426744
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2023,442020
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2024,451923
99515,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2025,462912
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2000,258248
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2001,306691
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2002,337062
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2003,351872
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2004,372502
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2005,407174
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2006,440234
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2007,463903
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2008,474931
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2009,467949
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2010,465676
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2011,454788
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2012,462595
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2013,478972
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2014,493422
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2015,506895
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2016,511874
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2017,508397
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2018,504166
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2019,523054
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2020,532134
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2021,557965
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2022,598633
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2023,628712
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2024,645770
99516,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2025,667128
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2000,134210
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2001,156641
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2002,172745
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2003,181795
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2004,195025
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2005,211673
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2006,228136
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2007,246324
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2008,255477
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2009,257032
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2010,259624
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2011,253419
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2012,258738
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2013,274248
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2014,283492
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2015,296072
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2016,303894
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2017,302885
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2018,307596
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2019,321058
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2020,330221
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2021,338301
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2022,359848
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2023,375728
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2024,386334
99517,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2025,394177
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2000,115990
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2001,132114
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2002,144723
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2003,152320
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2004,162017
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2005,175896
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2006,193641
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2007,208977
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2008,212427
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2009,211056
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2010,212703
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2011,207834
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2012,213925
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2013,226254
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2014,242112
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2015,253438
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2016,259379
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2017,255442
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2018,260143
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2019,271510
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2020,278101
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2021,286273
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2022,308903
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2023,318045
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2024,329074
99518,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2025,332394
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2000,
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2001,
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2002,
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2003,
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2004,
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2005,
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2006,
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2007,
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2008,
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2009,
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2010,
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2011,381088
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2012,377844
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2013,393331
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2014,405683
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2015,421028
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2016,437477
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2017,437421
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2018,467173
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2019,484888
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2020,488281
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2021,504776
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2022,530768
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2023,553530
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2024,558602
99540,AK,Anchorage,Anchorage Borough,"Anchorage, AK",2025,577024
99556,AK,Anchor Point,Kenai Peninsula Borough,,2000,
99556,AK,Anchor Point,Kenai Peninsula Borough,,2001,
99556,AK,Anchor Point,Kenai Peninsula Borough,,2002,
99556,AK,Anchor Point,Kenai Peninsula Borough,,2003,
99556,AK,Anchor Point,Kenai Peninsula Borough,,2004,
99556,AK,Anchor Point,Kenai Peninsula Borough,,2005,143145
99556,AK,Anchor Point,Kenai Peninsula Borough,,2006,151503
99556,AK,Anchor Point,Kenai Peninsula Borough,,2007,156476
99556,AK,Anchor Point,Kenai Peninsula Borough,,2008,158770
99556,AK,Anchor Point,Kenai Peninsula Borough,,2009,158734
99556,AK,Anchor Point,Kenai Peninsula Borough,,2010,159859
99556,AK,Anchor Point,Kenai Peninsula Borough,,2011,160381
99556,AK,Anchor Point,Kenai Peninsula Borough,,2012,163018
99556,AK,Anchor Point,Kenai Peninsula Borough,,2013,166552
99556,AK,Anchor Point,Kenai Peninsula Borough,,2014,172162
99556,AK,Anchor Point,Kenai Peninsula Borough,,2015,180802
99556,AK,Anchor Point,Kenai Peninsula Borough,,2016,186173
99556,AK,Anchor Point,Kenai Peninsula Borough,,2017,184922
99556,AK,Anchor Point,Kenai Peninsula Borough,,2018,189843
99556,AK,Anchor Point,Kenai Peninsula Borough,,2019,207245
99556,AK,Anchor Point,Kenai Peninsula Borough,,2020,222532
99556,AK,Anchor Point,Kenai Peninsula Borough,,2021,247328
99556,AK,Anchor Point,Kenai Peninsula Borough,,2022,260990
99556,AK,Anchor Point,Kenai Peninsula Borough,,2023,250771
99556,AK,Anchor Point,Kenai Peninsula Borough,,2024,249845
99556,AK,Anchor Point,Kenai Peninsula Borough,,2025,251161
99567,AK,Chugiak,Anchorage Borough,"Anchorage, AK",2000,183390
99567,AK,Chugiak,Anchorage Borough,"Anchorage, AK",2001,200089
99567,AK,Chugiak,Anchorage Borough,"Anchorage, AK",2002,214627
99567,AK,Chugiak,Anchorage Borough,"Anchorage, AK",2003,230252
